id	manual_topic	link	text_nan_poj
54	Buddhism	https://zh-min-nan.wikipedia.org/wiki/Hu%CC%8Dt-k%C3%A0u	Sió-sêng Hu̍t-kàu kian-chhî Hu̍t-kàu siōng-chá-sî ê kàu-gī, jīn-ûi Sek-khia-mô·-nî sī siōng tāi-seng thiat-té kak-ngō· ê lâng, m̄-sī sîn-bêng, chí-sī í-kéng ôan-chôan kái-thoat ê úi-jîn. Ah phó·-thong lâng nā beh kin-sûi hu̍t ê kàu-tō, pit-su seng ài chhut-ke chò hôe-siūⁿ chò 1-chām sî-kan, chòe-āu thiat-tē kái-thoat chiâⁿ-chò a-lô-hàn (阿罗汉). Sió-sêng Hu̍t-kàu chông-pài sī-biō ê ti̍t-sū (秩序), kóng sī-biō siong-tin tio̍h sè-kan ê hu̍t-thah, iā-to̍h-sī bān-tô-lô (曼陀罗).
55	Buddhism	https://zh-min-nan.wikipedia.org/wiki/Hu%CC%8Dt-k%C3%A0u	Tāi-sêng Hu̍t-kàu jîn-ûi lâng-lâng lóng ē-tàng sêng-hu̍t, lâng keng-kòe siu-hēng lóng ē-tàng khì-kàu se-hng ke̍k-lo̍k sè-kài, to̍h-sī chiâⁿ-chò hu̍t. Tāi-sêng Hu̍t-kàu chông-pài hu̍t-siōng (佛像), jīn-ûi bô-it-tēng ài chhut-ke，chí-beh sim-lāi ū hu̍t, chóng-ū 1-kang kāng-khóan mā-ē chiâⁿ-chòe hu̍t.
56	Artificial Intelligence	https://zh-min-nan.wikipedia.org/wiki/J%C3%AEn-kang_t%C3%AC-l%C3%AAng	Jîn-kang tì-lêng (Eng-gí: artificial intelligence) sī chí jîn-kang (artificial) ê mi̍h piáu-hiān--chhut-lâi ê tì-lêng (intelligence), tiāⁿ chiàu Eng-gí ê sok-siá siá chò AI. Tiān-náu kho-ha̍k, sim-lí-ha̍k kap kang-têng-ha̍k lóng ū leh gián-kiù AI, gián-kiù ki-khì chái-iūⁿ ha̍k-si̍p (learning), chái-iūⁿ sek-èng (adaptation), chái-iūⁿ piáu-hiān khiáu-khiáu ê hêng-ûi (behavior). Sù-siông lóng sī ēng tiān-náu chò gián-kiù AI ê ke-si.
57	Artificial Intelligence	https://zh-min-nan.wikipedia.org/wiki/J%C3%AEn-kang_t%C3%AC-l%C3%AAng	"Bûn-hoà
Jîn-kang tì-lêng chhiâng-chāi chhut-hiān tī kho-ha̍k siáu-soat lāi-bīn, te̍k-pia̍t sī Cyberpunk."
58	iPhone	https://zh-min-nan.wikipedia.org/wiki/IPhone	iPhone sī Apple kong-si kî-hā gián-hoat ê hêng-tōng tiān-ōe hē-lia̍t; i tah-chài Apple kong-si gián-hoat ê iOS chhiú-ki chok-gia̍p hē-thóng. Tē-it tāi iPhone tī 2007 nî 1 goe̍h 9 hō, iû tông-sî Apple kong-si ê CEO Steve Jobs hoat-pò͘, pēng tī kāng-nî 6 goe̍h 29 hō chèng-sek hoat-siū. 2015 nî 9 goe̍h 9 hō, Apple kong-si tī Bí-kok Kū-kim-soaⁿ kí-hêng sin-sán-phín hoat-pò͘-hōe téng, thui-chhut tē-káu tāi sán-phín iPhone 6S, tī kāng-nî 9 goe̍h 25 hō chèng-sek hoat-siū. Apple kong-si kî-hā tì-hūi-hêng chhiú-ki iPhone hē-lia̍t, iōng kò-pia̍t thui-chhut ê khoán-sek lâi kè-sǹg, ē-sái sī choân-kiû siau-liōng tē-it-tōa ê tì-hūi-hêng chhiú-ki.
59	iPhone	https://zh-min-nan.wikipedia.org/wiki/IPhone	iPhone ê sú-iōng-chiá kài-bīn kiàn-li̍p tī se̍h chhiú-ki ê to-tiám chhiok-khòng êng-bō͘, tong-tiong pau-koat tio̍h hi-gí kiàn-poâⁿ. I sī chi̍t-khoán kiat-ha̍p tio̍h hip-siàng kong-lêng, kò-jîn sò͘-ūi chō͘-lí, mûi-thé pò͘-hòng-khì, ióng-iú siu-hoat tiān-chú iû-kiāⁿ, bû-soàⁿ thong-sìn chong-tì, bāng-ia̍h liû-lám téng-téng kong-lêng ê tì-hūi-hêng chhiú-ki, pēng chi-oān Wi-Fi, 2G, 3G kap LTE ê liân-chiap; ki-î chiân-su̍t liân-chiap liân-soàⁿ kàu VPN sù-ho̍k-khì, si̍t-hiān hi-gí choan-soàⁿ bāng-lō͘ ho̍k-bū. I iáu ē-sái lo̍k-iáⁿ, hip-siàng, siu-hoat tiān-chú-phoe kap liû-lám bāng-ia̍h. Kî-thaⁿ kong-lêng chhiūⁿ tiān-tōng iû-hì, chham-khó kang-chok, GPS tō-hâng kap liân-chiap siā-kûn bāng-lō͘ téng-téng, chia-ê lóng ē-sái thàu-kòe hā-chài èng-iōng thêng-sek lâi si̍t-hiān, téng-î sī chi̍t tâi sok-sió te̍k-hòa ê kò-jîn tiān-náu.
60	Michael Jackson	https://zh-min-nan.wikipedia.org/wiki/Michael_Jackson	Michael Joseph Jackson (1958 nî 8 goe̍h 29 ji̍t – 2009 nî 6 goe̍h 25 ji̍t) sī Bí-kok ê koa-chhiú kap bú-chiá, sī chi̍t-ê Hui-chiu-hē Bí-kok-lâng, tī Bí-kok Indiana chhut-sì.
61	Michael Jackson	https://zh-min-nan.wikipedia.org/wiki/Michael_Jackson	Jackson 11-hòe khai-sí chham hiaⁿ-tī tī ga̍k-thôan the Jackson 5 piáu-ián, 1971 nî khai-sí tan-to̍k piáu-ián. I ê chhiòⁿ-phìⁿ Off the Wall, Thriller, Bad, Dangerous, kap HIStory, lóng chhòng sè-kài kì-lo̍k ê siau-liōng.
62	Michael Jackson	https://zh-min-nan.wikipedia.org/wiki/Michael_Jackson	I ū "Pop chi Ông" (King of Pop) ê chheng-hō, kui-sì-lâng tit tio̍h 13-ê Grammy Chióng, choè 13-pái thâu-miâ koa-chhiú.
63	Michael Jackson	https://zh-min-nan.wikipedia.org/wiki/Michael_Jackson	Seng-pêng
64	Michael Jackson	https://zh-min-nan.wikipedia.org/wiki/Michael_Jackson	Michael Joseph Jackson sī 1958 nî 8 goe̍h 29 ji̍t tī Indiana ê Gary chhut-sì--ê. I sī Jackson ka 10-ê gín-á ê tē-8-ê. In tau sǹg sī lô-tōng kai-kip ê Hui-chiu-hē Bí-kok-lâng. Michael ê lāu-bú Katherine Esther Scruse sī chāi-tē ê im-ga̍k-ka; lāu-pē Joseph Walter Jackson sī chêng bok-sìn-guh soán-chhiú, mā sī U.S. Steel kong-si ê kang-lâng, lēng-gōa koh ùi chāi-tē ga̍k-thoân Falcons piáu-ián.
65	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Bân-lâm-gú/Bân-lâm-gí (Hàn-jī: 閩南語) sī Hàn-gí-cho̍k Bân-gí-chi ê chit-châng tōa chhiū-châng ê chi̍t ki chhiū-oe, sī siōng-kài ū éng-hiáng-la̍t ê Bân-gí gí-giân. Kóng-gī ê Bân-lâm-gú hun-pò͘ hōan-ûi chiâⁿ-khoah, chú-iàu thong-hêng tī Hok-kiàn lâm-pō͘ ê Chiang-chiu, Chôan-chiu, Ē-mn̂g; Tâi-ôan; Kńg-tang Tiô-chiu, Sòaⁿ-thâu tē-khu, Lûi-chiu pòan-tó; Hái-lâm-tó; Chiat-kang-séng lâm-pō͘ ê Chhong-lâm-kōan, Pêng-iông-kōan, Tōng-thâu-kōan; Hok-kiàn sai-pō͘ Lêng-nâ (龍巖) ê chhī-khu kah Chiang-pêng-kōan; Hok-kiàn tang-pak-pō͘ ê Hok-tiáⁿ-chhī; Tang-lâm-a chi̍t-kóa-á kok-ka kah tē-khu.
66	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Nā phó͘-thong-sî lâng kóng Bân-lâm-gú, he thàu-té sī leh kóng Hok-kiàn lâm-pō͘ Chôan-Chiang-Hā tē-khu kah Tâi-ôan chit-tah ê gí-giân.
67	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Kè-khì tī Tiong-kok Chheng-tiâu ê sî-tāi, Se-iûⁿ lâng kā Bân-lâm-gú kiò-chòe Amoy (che sī Eng-gú, sī Ē-mûi ê piàn-im). Tī tang-lâm-a, Bân-lâm-gú hō͘-lâng kiò-chòe “Hokkien” (Hok-kiàn-oē ê ì-sù), tī Tâi-ôan kiò-chò Ho̍h-ló-ōe, Tâi-oân-oē, Tâi-gú. Tī Hiong-káng mā kiò Ē-gú (Ē-mn̂g-oē ê ì-sù).
68	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Bân-lâm-gú hoat-gôan-toē (siāng gôan-thâu ê só͘-chāi) si Hok-kiàn lâm-pō͘ ê Ē-mn̂g, Chiang-chiu kah Chôan-chiu chit saⁿ ê só͘-chāi.
69	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Ē-mn̂g-ōe kah Tâi-ôan-ōe hō͘ lâng kong-jīn sī Bân-lâm-gú ê phiau-chún. Tī Hái-lâm, iōng Bûn-chhiong-oē chòe tāi-piáu.
70	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Hō-miâ
71	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Kóng--khí-lâi sī kāng chi̍t chióng gú-giân, put-jî-kò tī bô-kâng ê hiuⁿ-lí, hōan-sè to̍h ū bô-kâng ê miâ-chheng. Hiān-chú-sî, tī Hok-kiàn, lâng thàu-té kā kiò-chòe “Bân-lâm-gú / Bân-lâm-ōe”, ū-tang-sî-á ka-kī lâng tùi ka-kī lâng mā kóng “Lán-lâng-ōe”. Tī Tang-lâm-a, thàu-té kā kiò-chòe Hok-kiàn-ōe, m̄-koh tiàm Hui-lu̍t-pin mā chhêng-chāi ū leh kóng “Lán-chhù-ōe”. Tâi-ôan ê kóng-hoat siōng-kài chōe, ū “Tâi-gí”, “Ho̍h-ló-ōe”, “Bân-lâm-gí” chōe-chōe chióng. Tong-jiân, kāng-khóan mā-sī ū lâng kóng “Lán-chhù-ōe”.
72	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Tâi-oân ū chē-chē lâng jīn-ûi Tâi-gí m̄-sī Bân-lâm-gí. In jīn-ûi hiān-chú-sî ê Tâi-gí hām Hok-kiàn Bân-lâm-gí sī nn̄g chióng bô siô-siâng ê gí-giân. Chú-tiuⁿ chit-hāng koan-tiám ê lí-iû sī:
73	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Tâi-gí í-keng lām-chham tio̍h chiâⁿ chōe gōa-lâi gí-giân, te̍k-pia̍t sī Ji̍t-pún-oē ê gí-sû.
74	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Hok-kiàn-oē kòe Tâi-oân saⁿ-sì-pah tang--ah. Tâi-oân-oē ti̍t-thàu leh piàn-hòa, piàn kah chham Hok-kiàn bô siô-siâng.
75	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Bōe-chió chú-tiuⁿ Tâi-oân to̍k-li̍p kiàn-kok ê lâng àn chèng-tī ê kak-tō͘ leh khó-lū. In kiông-tiāu Tâi-oân hôan Tâi-oân, Tiong-kok hôan Tiong-kok; hî hôan hî, hê hôan hê, ài pun chheng-chhó.
76	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Kó͘ Hàn-gú ê sêng-hun
77	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Chú-im
78	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Bân-lâm-gú ê chú-im (siaⁿ-bó) ti̍t-chiap kè-sêng Siōng-kó͘ Hàn-gú (上古漢語) ê siaⁿ-bó hē-thóng, tī chit hong-bīn lâi kóng, Bân-lâm-gú pēng bô siū-tio̍h Tiong-kó͘ sî-kî Hàn-gú-hē gú-im ián-piàn ê éng-hiáng. Hiān-chú-sî, lâng phó͘-piàn jīn-ûi Siōng-kó͘ Hàn-gú ū 19 ê siaⁿ-bó. Àn-chiàu thôan-thóng ê Bân-lâm-gú si̍p-ngó͘-im (十五音) lâi hun-sek, hoat-hiān Bân-lâm-gú ê siaⁿ-bó ū 15 ê, iā-to̍h-sī kóng Siōng-kó͘ Hàn-gú 19 ê, Bân-lâm-gú kā pó-liû 15 ê.
79	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Siōng-kó͘ Hàn-gú ū chi̍t-kóa-á te̍k-tiám:
80	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Chiah-ê tiōng-iàu ê kó͘-tāi Hàn-gú gú-im hiān-siōng, Bân-lâm-gú kā pó-chûn kah chiâⁿ hó-sè, taⁿ lâi tùi-èng téng-kôan Siōng-kó͘ Hàn-gú ê te̍k-tiám, chi̍t-tiâu chi̍t-tiâu lâi hun-sek:
81	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	① Bân-lâm-gú kā hui-chó͘ (非組) kah pang-chó͘ (幫組) tha̍k kāng im (to̍h-sī siaⁿ-bó tha̍k kāng im), pí-lūn kóng “飛” tha̍k [pue˦˦] / [pe˦˦], “蓬” tha̍k [pʰaŋ˨˦], “吠” tha̍k [pui˨˨], “微” tha̍k [bi˨˦];
82	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	② Ti-chó͘ (知組) Bân-lâm-gú ê tha̍k-hoat hām toan-chó͘ (端組) sio-siâng, pí-lūn “豬” tha̍k [ti˦˦] / [tu˦˦] / [tɯ˦˦], “醜” tha̍k [tʰiu˥˧], “程” tha̍k [tʰiŋ˨˦];
83	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	③ Bân-lâm-gú kā chiâⁿ chōe chiong-chó͘ (章组) ê jī tha̍k chòe kah toan-chó͘ kāng-khóan, chhan-chhiūⁿ “唇” tha̍k [tun˨˦], “振” tha̍k [tin˥˧], “召” tha̍k [tiau˨˨], “注” tha̍k [tu˨˩].
84	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Bó-im kah siaⁿ-tiāu
85	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Bân-lâm-gú ê bó-im kah siaⁿ-tiāu thé-hiān Tiong-kó͘-im (中古音) ê te̍k-tiám. Bó-im lâi kóng, Bân-lâm-gú ôan-chéng pó-chûn Tiong-kó͘-im 6 ê hú-im-ūn ūn-bóe, kî-tiong [-p̚], [-t̚], [-k̚] sī sat-im (塞音), [-m], [-n], [-ŋ] sī phīⁿ-im.
86	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Siaⁿ-tiāu hong-bīn, Tiong-kó͘-im “piâⁿ, sióng, khì, ji̍p”' pun im-iông ê te̍k-tiám chôan-pō͘ tī Bân-lâm-gú lāi-té tit-tio̍h thé-hiān. Chiang-chiu-khiuⁿ ū “im-piâⁿ, im-sióng, im-khì, im-ji̍p, iông-piáⁿ, iông-khì, iông-ji̍p” 7 ê tiāu; Chôan-chiu-khiuⁿ ū iông-sióng-tiāu.
87	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Sû-gú
88	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Chit-chūn Bân-lâm-gú ê sû-gí ū chiâⁿ chōe sio̍k-î Kó͘-Hàn-gú ê sêng-hūn, siōng kó͘-chá ē-tàng khan khì kàu Chhun-Chhiu, Chiàn-kok ê nî-tāi, pí-lūn kóng Bân-lâm sio̍k-gú “Ji̍t--sî cháu-phā-phā, àm--sî tiám teng-la̍h.” Chit lāi-tóe ê “la̍h” to̍h-sī hit-ê sî-tāi ê giân-gí. Si-keng (詩經) Siáu-ngá (小雅) Sìn-lâm-san (信南山): “Chip kî loân to, í khé kî mô͘, chhú kî hiat liâu. (執其鸞刀, 以啟其毛, 取其血膋.)” Koh pí-lūn kóng “saⁿ-khò͘”, “lâng-kheh”, “thàn-chîⁿ”, “bîn-chhn̂g”, “chiaⁿ-bah”, “kún-chúi” téng-téng lóng-sī Tông, Sòng í-lâi Kó͘-Hàn-gú ê iōng-sû.
89	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Bân-lâm-gú chi̍t-kóa-á kò͘-sû ê hong-sek hām hiān-tāi Hôa-gú tú-hó tian-tò-péng, put-jî-kò soah hām Kó͘-Hàn-gú sio-siâng, chhan-chhiūⁿ “ah-bó”, “hong-thai”, “lâng-kheh”, “chhin-tông”, “kha-chhiú”.
90	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Hàn-jī ê bûn-pe̍h ī-tho̍k
91	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Tī Hàn-gú-hē kok gú-giân tong-tiong, beh kóng “bûn-pe̍h ī-tho̍k” ê hiān-siōng, Bân-lâm-gú iāng ho̍k-cha̍p. “Bûn” to̍h-sī “bûn-tho̍k-im”, a̍h-sī kóng “tha̍k-chheh-im”. “Pe̍h” tāi-piáu “kháu-gí-im” a̍h-sī “pe̍h-ōe-im”. Bân-lâm-gú ê “tha̍k-chheh-im” kah “kháu-gí-im” ē-sái kóng sī nn̄g ê hō͘-siong tùi-èng ê hē-thóng. Bûn-pe̍h hē-thóng ê hêng-sêng sī chi̍t-tōaⁿ chin-chiàⁿ ho̍k-cha̍p ê le̍k-sú kòe-thêng. Bân-lâm-gú ê bûn-pe̍h ī-tho̍k, kú-lē jû-hā:
92	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Kó͘-tāi Bân-oa̍t-gú ê sêng-hun
93	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Bân-lâm-gú ê hêng-sêng sī kó͘-tāi Tiong-gôan Hàn-gú hām kó͘-tāi Bân-oa̍t-cho̍k gú-giân sio-thàu-lām ê kòe-thêng. Hiān-chú-sî, Bân-lâm-gú lāi-té iu-gôan koh pó-liû tio̍h chōe-chōe kó͘-tāi Bân-oa̍t-gú ê sêng-hūn, pí-lūn kóng “ka-cháu”, “ka-cho̍ah”, “ka-lēng”, “tō͘-kâu”, “tō͘-ún”, “káu-hiā”, “ka-lún-sún”, “phah-kha-chhiùⁿ”, “tio̍h-ka-cha̍k”.
94	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Gōa-lâi-gú ê chioh-sû
95	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Ùi Tông-tiâu ê sî-tāi khai-sí, Chôan-chiu to̍h hoat-tián chiâⁿ-chòe "tang-hong tē-it tōa-káng", kó͘-tāi Hái-siōng Si-tiû chi Lō͘ ê khí-tiám tī Chôan-chiu. Chhú-khì, Bân-lâm chit-tah hām Tiong-tang, Tang-lâm-a ê lâi-óng ke-chiâⁿ chia̍p. Kòe-hoan ê hoan-kheh chiong gōa-hiuⁿ ê gí-giân chah tńg-lâi Hok-kiàn, nî-kú-go̍eh-chhim, ū ê gōa-lâi-gú ê gí-sû soah lām-lo̍h Bân-lâm-gú, chiâⁿ-chòe Bân-lâm-gú ê chi̍t-pō͘-hūn. Chit-khóan--ê, pí-lūn “sat-bûn”, “pa-sat”, “chi-ku-la̍t”, “chu-lu̍t”, “phia̍t-á”, “tōng-kak”, “si̍p-pán-á”, “ba̍k-thâu”, “àu-sài”, “te̍k-sî”, “pa-sū”, “má-tih”, “gō͘-kha-kī”, “ka-po̍k / ka-pò͘-mî”, “ko-pi” téng-téng.
96	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Tâi-ôan Bân-lâm-gú ū koh-khah chē ê gōa-lâi-gí chioh-sû, kî-tiong siōng chē--ê sī Ji̍t-gí chioh-sû, pí-lūn kóng: “o͘-tó͘-bái”, “khí-mo͘-chih”, “chu-ná-mih”, “tò-sàng”, “sa-sí-mih”. Che í-gōa, ôan-á ū khip-siu chi̍t-kóa Pêⁿ-po͘-cho̍k-gí kah kî-thaⁿ gōa-gí ê sêng-hūn.
97	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Phèng-im ê hē-thóng
98	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Múi chi̍t-chióng jîn-lūi gú-giân lóng ū ka-tī ê im-phiau hē-thóng. Bo̍k-chiân, múi chi̍t-chióng gú-giân ê im-phiau hē-thóng lóng sú-iōng hû-hō lâi kì-lio̍k. Ū-ê gú-giân ê im-phiau hē-thóng siâng-sî chûn-chāi kúi-nā-chióng phèng-im hû-hō, pí-lūn kóng Bân-lâm-gú.
99	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Sè-kài kok-tē ê ha̍k-chiá tùi “phèng-im hû-hō” ê lōe-hâm ū bô kāng-khóan ê lí-kái. Ū-ê lâng chú-tiuⁿ kā phèng-im hû-hō tòng-chòe bûn-jī lâi khòaⁿ-thāi, put-jî-kò mā ū lâng hóan-tùi.
100	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Tâi-ôan ū chiâⁿ chē gú-giân ha̍k-chiá chú-tiuⁿ Bân-lâm-gí phèng-im hû-hō mā sī bûn-jī, pí-lūn kóng Pe̍h-oē-jī to̍h-sī tang-tiong ê chi̍t-chióng.
101	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Ēng Pe̍h-ōe-jī chò im-phiau
102	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Àn-chiàu le̍k-sú ê kak-tō͘ lâi khòaⁿ, Pe̍h-oē-jī chêng-kàu-taⁿ lóng sī hō͘-lâng tòng-chò bûn-jī teh sú-iōng. Chí-put-kò, Pe̍h-oē-jī oân-á kū-pī phèng-im ê kong-lêng, só͘-í ū-sî Pe̍h-oē-jī iū-koh pān-ián tio̍h im-phiau ê kak-sek. Koan-hē Pe̍h-ōe-jī ê im-phiau hē-thóng chhiáⁿ chham-khòaⁿ Ē-mn̂g-ōe gú-im hē-thóng chit-phiⁿ.
103	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Tâi-ôan ê Bân-lâm-gú im-phiau
104	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Taⁿ Bân-lâm-gú ê im-phiau siāng-chió chhiau-kòe 64 chióng (Iûⁿ Ún-giân, Tiuⁿ Ha̍k-khiam, 1999 nî), ē-sái kóng sī pah-pah-khóan. Ū-ê iōng chù-im hû-hō, ū-ê iōng Khá-nah, ū-ê iōng Hangeul. Ah siāng-kài chē--ê sī sú-iōng Lô-má-jī. Chóng--sī, bo̍k-chiân lóng iáu-bōe thóng-it. Chōe-chōe chióng phèng-im tang-tiong, siāng-kài sî-kiâⁿ, sú-iōng jîn-kháu siāng-kài chē--ê sī Tâi-lô, Pe̍h-ōe-jī (Kàu-hōe Lô-má-jī), TLPA kah Tong-iōng Phèng-im.
105	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Pí-kàu
106	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Pe̍h-ōe-jī: chhiáⁿ chham-khó Pe̍h-ōe-jī chit-phiⁿ bûn-chiuⁿ.
107	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	TLPA (Tâi-gú Im-phiau Hong-àn, tha̍k-chòe “Tho͘-lú-pà”)
108	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	1991 nî 8 go̍eh 17 hō, ha̍k-chiá Âng Ûi-jîn, Tiuⁿ Jū-hông, Táng Tiong-su saⁿ lâng chhōa-thâu sêng-li̍p Tâi-ôan Gú-bûn Ha̍k-hōe. Bô lōa kú liáu-āu, Tâi-ôan Gú-bûn Ha̍k-hōe tī Pe̍h-ōe-jī im-phiau hē-thóng ê ki-chhó͘ siōng chè-tēng chhut chi̍t-thò sin ê Tâi-gí Im-phiau, hō-miâ “Tâi-gú Im-phiau Hong-àn” (Taiwan Language Phonetic Alphabet, kán-chheng TLPA).
109	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Beh chè-tēng TLPA ê gôan-in sī:
110	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	(1) Tâi-gí im-phiau ū chin chōe thò, chó͘-gāi Tâi-ôan gú-giân ê ha̍k-si̍p kah hoat-tián;
111	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	(2) Pe̍h-ōe-jī bô ôan-chôan sek-ha̍p tiān-náu.
112	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	TLPA hām POJ siōng chú-iàu ê chha-pia̍t sī:
113	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	TLPA kong-pò͘ liáu-āu, tī Tâi-ôan Bân-lâm-gí-kài ín-khì chin tōa ê hong-pho, chō-chiâⁿ TLPA ê chi-chhî-chiá hām POJ chi-chhî-chiá nn̄g phài chi-kan tn̂g-kî lâi leh tùi-khòng.
114	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Thong-iōng Phèng-im
115	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Hok-kiàn ê Bân-lâm-gú phèng-im hong-àn
116	Hokkien	https://zh-min-nan.wikipedia.org/wiki/B%C3%A2n-l%C3%A2m-g%C3%BA	Hok-kiàn Bân-lâm, oân-á sī siāng chá sî-kiâⁿ Pe̍h-ōe-jī ê só͘-chāi chi-it. Chit hong-bīn ê sìn-sit chhiáⁿ chham-khòaⁿ Bân-lâm-gí Pe̍h-ōe-jī ê le̍k-sú. Kàu kah hiān-chú-sî ûi chí, tī Bân-lâm bîn-kan ê kàu-tn̂g, ôan-á iáu-koh ū lâng teh sú-iōng Pe̍h-ōe-jī (Khó͘ Tiông-an, Ē-mn̂g Tāi-ha̍k), put-jî-kò lâng-sò͘ í-keng bô chōe--ah.
