id	source_origin	source_id	text_nan_poj	text_en	text_nan_tc	warning_text_nan_poj	warning_text_en	warning_text_nan_tc
47	wiki	47	Khó·-tè sī Hu̍t-kàu ê khí-tiám, jîn-ûi jîn-seng ū 7-hāng khó· : "seⁿ", "lāu", "pīⁿ", "sí", "hun-lî", "òan-hūn", "kiû--lâng". Chí-beh lâi kàu chia, to̍h pit-tēng ài siū thòng-khó· ê chiat-bôa.	"No killing" is a corner stone of Buddhism, as the seven types of killing are accounted to: "killing parents", "killing elders", "killing Brahmins" (Hindu scholars), "killing kings", "harming the body", "creating schism", "shedding the Buddha's blood". These are the most serious crimes, and one need to understand the root causes in order to avoid committing them.			Not original	
48	wiki	48	Chi̍p-tè kái-soeh sán-seng thòng-khó· ê kun-gôan, jīn-ûi kóng, sī lâng to̍h-ū iok-bōng, to̍h-ē sán-seng hiō-kó, ah hiō-kó to̍h-sī thòng-khó· ê kin-gôan. Che to̍h-sī in-kó ha̍k-soat.	"No stealing" refers to the prohibition of theft, which should be understood as taking what is not given, not just theft in the legal sense, but also in the broader ethical context. This also includes plagiarism.			Not original	
49	wiki	49	Bia̍t-tè soeh-bêng liáu beh án-chóaⁿ lâi siau-tû thòng-khó·. Jīn-ûi koan-kiàn sī ài siau-tû iok-bōng.	"No lying" fundamentally indicates the need to maintain honesty. It means that deception must be avoided.			Not original	
50	wiki	50	Tō-tè kā lâng kóng-bêng siu-tō ê lō·-tô· kah hong-hoat, kóng ài thong-kòe pat-chèng-tō ê siu-hēng chiah ē-tàng ta̍t-kàu put-seng, put-bia̍t, cho̍at-tùi ê tiām-chēng kah éng-góan chhiau-thoat ê kéng-kài.	"No drinking" refers to the avoidance of intoxication and confusion, suggesting that one should adopt a sober lifestyle to achieve a clear mind and effectively prevent misconduct, false speech, theft, and other misconduct and negligence.			Not original	
51	wiki	51	Hu̍t-kàu kàu-tō lâng ài lún-khúi-kiû-seng, jīm-lô-jīm-òan, ài ū chú-ngó· hi-seng ê cheng-sîn. Hu̍t-kàu thê-chhiòng chiòng-seng pêng-téng, jīn-ûi jīm-hô lâng chí-beh siong-sìn Hu̍t to̍h ē-tàng tit-tio̍h kái-thoat.	Buddhism encourages people to be tolerant, quiet and peaceful, and to have a kind heart. Buddhism advocates mutual respect and equality, as it helps people truly understand and realize the teachings of Buddhism.			Not original	
52	wiki	52	Sek-khia-mô·-nî bat chhì-kòe kúi-á-khóan ê pō·-sò·, siūⁿ-beh thè lâng tit-tio̍h kái-thoat. Kàu-bóe-á, i tī 1-châng phô·-thê-chhiū-kha siūⁿ 7-mê 7-ji̍t, chóng-sǹg kak-ngō·, i ngō·-chhut 1-tiâu lí-lūn : lâng tiāⁿ-tio̍h ài keng-kòe siu-hēng chiah ē-tàng siau-tû hôan-ló kah hi-bî, ta̍t-kàu ôan-chôan kái-thoat ê kéng-kài, liáu-āu to̍h tit-tio̍h tōa tì-hūi, liáu-chhiat seⁿ-sí, án-ne chú-jiân to̍h-ē ôan-lî khó·-chhó·.	Siddhartha Gautama sought the answer to many questions in order to help people reach enlightenment. Once, he meditated under the Bodhi tree for seven days and nights, after which he came up with a theory: one must understand the causes of suffering in order to alleviate pain and achieve eternal happiness, understanding the true meaning of life, the nature of existence, and how karma works.			Not original	
53	wiki	53	Hu̍t-kàu kok kàu-phài tī hoat-tián tang-tiong lóng-chóng hêng-sêng kok-chū ê te̍k-sek kah kàu-gī.	The principles and precepts of Buddhism are widely respected and followed in countries where Buddhism has spread.			Not original	
54	wiki	54	Sió-sêng Hu̍t-kàu kian-chhî Hu̍t-kàu siōng-chá-sî ê kàu-gī, jīn-ûi Sek-khia-mô·-nî sī siōng tāi-seng thiat-té kak-ngō· ê lâng, m̄-sī sîn-bêng, chí-sī í-kéng ôan-chôan kái-thoat ê úi-jîn. Ah phó·-thong lâng nā beh kin-sûi hu̍t ê kàu-tō, pit-su seng ài chhut-ke chò hôe-siūⁿ chò 1-chām sî-kan, chòe-āu thiat-tē kái-thoat chiâⁿ-chò a-lô-hàn. Sió-sêng Hu̍t-kàu chông-pài sī-biō ê ti̍t-sū, kóng sī-biō siong-tin tio̍h sè-kan ê hu̍t-thah, iā-to̍h-sī bān-tô-lô.	Lesser Vehicle Buddhism explains the earliest teachings of Buddhism, as Siddhartha Gautama was a deeply enlightened man, not a god, but also an ordinary man who understands the meaning of life. Ordinary people, if they want to understand the teachings of Buddhism, must leave their family and join the monastery for a period of time to truly understand and eventually achieve the state of an Arhat. Lesser Vehicle Buddhism emphasizes self-enlightenment, which means self-awakening to the truth of the world, also known as self-liberation.			Not original	
55	wiki	55	Tāi-sêng Hu̍t-kàu jîn-ûi lâng-lâng lóng ē-tàng sêng-hu̍t, lâng keng-kòe siu-hēng lóng ē-tàng khì-kàu se-hng ke̍k-lo̍k sè-kài, to̍h-sī chiâⁿ-chò hu̍t. Tāi-sêng Hu̍t-kàu chông-pài hu̍t-siōng, jīn-ûi bô-it-tēng ài chhut-ke，chí-beh sim-lāi ū hu̍t, chóng-ū 1-kang kāng-khóan mā-ē chiâⁿ-chòe hu̍t.	Greater Vehicle Buddhism believes that everyone can become a Buddha, and everyone can attain enlightenment and save all beings in the world, that is, achieve Buddhahood. Greater Vehicle Buddhism emphasizes attaining Buddhahood, which means you don't necessarily have to leave your family, as long as you have Buddha in your heart, and you can still achieve Buddhahood under any circumstances.			Not original	
56	wiki	56	Jîn-kang tì-lêng sī chí jîn-kang ê mi̍h piáu-hiān--chhut-lâi ê tì-lêng, tiāⁿ chiàu Eng-gí ê sok-siá siá chò AI. Tiān-náu kho-ha̍k, sim-lí-ha̍k kap kang-têng-ha̍k lóng ū leh gián-kiù AI, gián-kiù ki-khì chái-iūⁿ ha̍k-si̍p, chái-iūⁿ sek-èng, chái-iūⁿ piáu-hiān khiáu-khiáu ê hêng-ûi. Sù-siông lóng sī ēng tiān-náu chò gián-kiù AI ê ke-si.	Today's technology is different from that of the past, especially in the field of Artificial Intelligence (AI) in the English language literature. Cognitive science, psychology, and computer science all have contributed to AI, contributing to its learning, its intelligence, and its ability to complete a variety of tasks. The future will heavily rely on cognitive science for developing AI.			Not original	
57	wiki	57	"Bûn-hoà
Jîn-kang tì-lêng chhiâng-chāi chhut-hiān tī kho-ha̍k siáu-soat lāi-bīn, te̍k-pia̍t sī Cyberpunk."	"Culture
Today's technology is largely reflected in science fiction, particularly in Cyberpunk."			Not original	
58	wiki	58	iPhone sī Apple kong-si kî-hā gián-hoat ê hêng-tōng tiān-ōe hē-lia̍t; i tah-chài Apple kong-si gián-hoat ê iOS chhiú-ki chok-gia̍p hē-thóng. Tē-it tāi iPhone tī 2007 nî 1 goe̍h 9 hō, iû tông-sî Apple kong-si ê CEO Steve Jobs hoat-pò͘, pēng tī kāng-nî 6 goe̍h 29 hō chèng-sek hoat-siū. 2015 nî 9 goe̍h 9 hō, Apple kong-si tī Bí-kok Kū-kim-soaⁿ kí-hêng sin-sán-phín hoat-pò͘-hōe téng, thui-chhut tē-káu tāi sán-phín iPhone 6S, tī kāng-nî 9 goe̍h 25 hō chèng-sek hoat-siū. Apple kong-si kî-hā tì-hūi-hêng chhiú-ki iPhone hē-lia̍t, iōng kò-pia̍t thui-chhut ê khoán-sek lâi kè-sǹg, ē-sái sī choân-kiû siau-liōng tē-it-tōa ê tì-hūi-hêng chhiú-ki.	The iPhone is a mobile phone series developed by Apple Inc and runs the iOS mobile software developed by the same company. The first iPhone was announced on January 9, 2007, by then-CEO of Apple Inc., Steve Jobs, and was officially released on June 29 of the same year. On September 9, 2015, Apple Inc. held a new product release conference in Cupertino, USA, and announced the new product iPhone 6S, which was officially released on September 25 of the same year. The iPhone series developed by Apple Inc., due to its unique design and excellent performance, is considered one of the largest high-end mobile phone brands.			Not original	
59	wiki	59	iPhone ê sú-iōng-chiá kài-bīn kiàn-li̍p tī se̍h chhiú-ki ê to-tiám chhiok-khòng êng-bō͘, tong-tiong pau-koat tio̍h hi-gí kiàn-poâⁿ. I sī chi̍t-khoán kiat-ha̍p tio̍h hip-siàng kong-lêng, kò-jîn sò͘-ūi chō͘-lí, mûi-thé pò͘-hòng-khì, ióng-iú siu-hoat tiān-chú iû-kiāⁿ, bû-soàⁿ thong-sìn chong-tì, bāng-ia̍h liû-lám téng-téng kong-lêng ê tì-hūi-hêng chhiú-ki, pēng chi-oān Wi-Fi, 2G, 3G kap LTE ê liân-chiap; ki-î chiân-su̍t liân-chiap liân-soàⁿ kàu VPN sù-ho̍k-khì, si̍t-hiān hi-gí choan-soàⁿ bāng-lō͘ ho̍k-bū. I iáu ē-sái lo̍k-iáⁿ, hip-siàng, siu-hoat tiān-chú-phoe kap liû-lám bāng-ia̍h. Kî-thaⁿ kong-lêng chhiūⁿ tiān-tōng iû-hì, chham-khó kang-chok, GPS tō-hâng kap liân-chiap siā-kûn bāng-lō͘ téng-téng, chia-ê lóng ē-sái thàu-kòe hā-chài èng-iōng thêng-sek lâi si̍t-hiān, téng-î sī chi̍t tâi sok-sió te̍k-hòa ê kò-jîn tiān-náu.	The use of the iPhone has significantly changed the foundation of cell phone technology and has also brought about a wide range of innovations. It is a mobile device that integrates sophisticated technology, touch operation, rich applications, easy-to-use interactive interface, comfortable design and other characteristics. iPhone is a high-end mobile phone that supports a variety of communication methods, including Wi-Fi, 2G, 3G and LTE connectivity; the more advanced version even allows VPN connection, which makes it convenient for various learning and work applications. It is also capable of texting, taking photos, interactive animation calls, and various applications. The added phone functions, such as instant messaging, GPS navigation, and data synchronization across devices, allow users to understand the current situation and information in real-time, making it a highly intelligent, modern device.			Not original	
60	wiki	60	Michael Joseph Jackson sī Bí-kok ê koa-chhiú kap bú-chiá, sī chi̍t-ê Hui-chiu-hē Bí-kok-lâng, tī Bí-kok Indiana chhut-sì.	Michael Joseph Jackson is an American singer and dancer, a white American, born in Indiana, USA.			Not original	
61	wiki	61	Jackson 11-hòe khai-sí chham hiaⁿ-tī tī ga̍k-thôan the Jackson 5 piáu-ián, 1971 nî khai-sí tan-to̍k piáu-ián. I ê chhiòⁿ-phìⁿ Off the Wall, Thriller, Bad, Dangerous, kap HIStory, lóng chhòng sè-kài kì-lo̍k ê siau-liōng.	Jackson began performing as part of The Jackson 5 at the age of 11 and started his solo career in 1971. His albums Off the Wall, Thriller, Bad, Dangerous, and HIStory, have all set world records.			Not original	
62	wiki	62	I ū "Pop chi Ông" ê chheng-hō, kui-sì-lâng tit tio̍h 13-ê Grammy Chióng, choè 13-pái thâu-miâ koa-chhiú.	He is known as the "King of Pop", and has received 13 Grammy Awards and topped 13 singles charts.			Not original	
63	wiki	63	Seng-pêng	Biography			Not original	
64	wiki	64	Michael Joseph Jackson sī 1958 nî 8 goe̍h 29 ji̍t tī Indiana ê Gary chhut-sì--ê. I sī Jackson ka 10-ê gín-á ê tē-8-ê. In tau sǹg sī lô-tōng kai-kip ê Hui-chiu-hē Bí-kok-lâng. Michael ê lāu-bú Katherine Esther Scruse sī chāi-tē ê im-ga̍k-ka; lāu-pē Joseph Walter Jackson sī chêng bok-sìn-guh soán-chhiú, mā sī U.S. Steel kong-si ê kang-lâng, lēng-gōa koh ùi chāi-tē ga̍k-thoân Falcons piáu-ián.	Michael Joseph Jackson was born on August 29, 1958, in Gary, Indiana. He is the eighth of ten children of the Jackson family. His family is known as a poor working-class African American family. Michael's mother, Katherine Esther Scruse, was a devout Jehovah's Witness, while his father, Joseph Walter Jackson, was a former boxer, a worker at U.S. Steel company, and would also occasionally perform in a local band, The Falcons.			Not original	
65	wiki	65	Bân-lâm-gú sī Hàn-gí-cho̍k Bân-gí-chi ê chit-châng tōa chhiū-châng ê chi̍t ki chhiū-oe, sī siōng-kài ū éng-hiáng-la̍t ê Bân-gí gí-giân. Kóng-gī ê Bân-lâm-gú hun-pò͘ hōan-ûi chiâⁿ-khoah, chú-iàu thong-hêng tī Hok-kiàn lâm-pō͘ ê Chiang-chiu, Chôan-chiu, Ē-mn̂g; Tâi-ôan; Kńg-tang Tiô-chiu, Sòaⁿ-thâu tē-khu, Lûi-chiu pòan-tó; Hái-lâm-tó; Chiat-kang-séng lâm-pō͘ ê Chhong-lâm-kōan, Pêng-iông-kōan, Tōng-thâu-kōan; Hok-kiàn sai-pō͘ ê chhī-khu kah Chiang-pêng-kōan; Hok-kiàn tang-pak-pō͘ ê Hok-tiáⁿ-chhī; Tang-lâm-a chi̍t-kóa-á kok-ka kah tē-khu.	Hokkien, also known as Minnan, is a major branch of the Southern Min group of Chinese languages. It is widely spoken and can be heard throughout Fujian province, the Chaoshan and Leizhou regions of Guangdong, Taiwan, the Hainan island, and by the Chinese diaspora in Southeast Asia, including the Pearl River Delta, Singapore, and Malaysia. This language is also prevalent in the southern part of Fujian province along the coastal cities and towns as well as in certain districts of eastern Guangdong. Furthermore, Hokkien is also used in other parts of the world where there's a substantial number of Chinese community.			Not original	
66	wiki	66	Nā phó͘-thong-sî lâng kóng Bân-lâm-gú, he thàu-té sī leh kóng Hok-kiàn lâm-pō͘ Chôan-Chiang-Hā tē-khu kah Tâi-ôan chit-tah ê gí-giân.	When people usually say "Hokkien", it usually refers to the language spoken in the Quanzhou, Zhangzhou and Haixi regions of Fujian province as well as in Taiwan.			Not original	
67	wiki	67	Kè-khì tī Tiong-kok Chheng-tiâu ê sî-tāi, Se-iûⁿ lâng kā Bân-lâm-gú kiò-chòe. Tī tang-lâm-a, Bân-lâm-gú hō͘-lâng kiò-chòe “Hokkien”, tī Tâi-ôan kiò-chò Ho̍h-ló-ōe, Tâi-oân-oē, Tâi-gú. Tī Hiong-káng mā kiò.	In the Chinese Mainland context, Hokkien language is often referred to as Minnan. In Southeast Asia, it is typically called "Hokkien", whereas in Taiwan, it's referred to as "Hoklo language", "Taiwanese language", or "Taiwanese". It's also known as such in Hong Kong.			Not original	
68	wiki	68	Bân-lâm-gú hoat-gôan-toē si Hok-kiàn lâm-pō͘ ê Ē-mn̂g, Chiang-chiu kah Chôan-chiu chit saⁿ ê só͘-chāi.	The origin of Hokkien language is generally traced back to the Fujian province in China, specifically to the cities of Zhangzhou, Quanzhou and Xiamen.			Not original	
69	wiki	69	Ē-mn̂g-ōe kah Tâi-ôan-ōe hō͘ lâng kong-jīn sī Bân-lâm-gú ê phiau-chún. Tī Hái-lâm, iōng Bûn-chhiong-oē chòe tāi-piáu.	Xiamen dialect and Taiwanese dialect are often considered to be the standard variants of Hokkien. In Hainan, the Hainanese dialect is most commonly used.			Not original	
70	wiki	70	Hō-miâ	Name			Not original	
71	wiki	71	Kóng--khí-lâi sī kāng chi̍t chióng gú-giân, put-jî-kò tī bô-kâng ê hiuⁿ-lí, hōan-sè to̍h ū bô-kâng ê miâ-chheng. Hiān-chú-sî, tī Hok-kiàn, lâng thàu-té kā kiò-chòe “Bân-lâm-gú / Bân-lâm-ōe”, ū-tang-sî-á ka-kī lâng tùi ka-kī lâng mā kóng “Lán-lâng-ōe”. Tī Tang-lâm-a, thàu-té kā kiò-chòe Hok-kiàn-ōe, m̄-koh tiàm Hui-lu̍t-pin mā chhêng-chāi ū leh kóng “Lán-chhù-ōe”. Tâi-ôan ê kóng-hoat siōng-kài chōe, ū “Tâi-gí”, “Ho̍h-ló-ōe”, “Bân-lâm-gí” chōe-chōe chióng. Tong-jiân, kāng-khóan mā-sī ū lâng kóng “Lán-chhù-ōe”.	Traditionally, there is not a single term for this language, especially in terms of dialects, the name varies from place to place. Currently, in Fujian, people usually refer to it as "Hokkien language/Hokkien", though some people among themselves would refer to it as "our language". In Southeast Asia, it is most commonly known as Hokkien, except in the Philippines where it's also referred to as "our language". In Taiwan, the terminology is more diverse, with "Taiwanese", "Hoklo language", and "Hokkien" being the main terms used. Meanwhile, it is also sometimes called "our language".			Not original	
72	wiki	72	Tâi-oân ū chē-chē lâng jīn-ûi Tâi-gí m̄-sī Bân-lâm-gí. In jīn-ûi hiān-chú-sî ê Tâi-gí hām Hok-kiàn Bân-lâm-gí sī nn̄g chióng bô siô-siâng ê gí-giân. Chú-tiuⁿ chit-hāng koan-tiám ê lí-iû sī:	In Taiwan, some people insist on calling it Taiwanese not Hokkien. This is because they believe that the current Taiwanese language and the Hokkien language in Fujian are two different languages with no little similarities. One main point of this viewpoint is:			Not original	
73	wiki	73	Tâi-gí í-keng lām-chham tio̍h chiâⁿ chōe gōa-lâi gí-giân, te̍k-pia̍t sī Ji̍t-pún-oē ê gí-sû.	The Taiwanese language has absorbed many elements from other languages, particularly Japanese vocabulary.			Not original	
74	wiki	74	Hok-kiàn-oē kòe Tâi-oân saⁿ-sì-pah tang--ah. Tâi-oân-oē ti̍t-thàu leh piàn-hòa, piàn kah chham Hok-kiàn bô siô-siâng.	Hokkien language was introduced to Taiwan hundreds of years ago. Taiwanese language has since evolved and has differences from the Hokkien language spoken in Fujian.			Not original	
75	wiki	75	Bōe-chió chú-tiuⁿ Tâi-oân to̍k-li̍p kiàn-kok ê lâng àn chèng-tī ê kak-tō͘ leh khó-lū. In kiông-tiāu Tâi-oân hôan Tâi-oân, Tiong-kok hôan Tiong-kok; hî hôan hî, hê hôan hê, ài pun chheng-chhó.	This is also due to the historical context of Taiwan's independence movement, directed towards the mainstream ideology that pushes for self-determination, insisting on calling Taiwan as Taiwan and China as China; recognizing Taiwan as Taiwan, differentiating it from China.			Not original	
76	wiki	76	Kó͘ Hàn-gú ê sêng-hun	The sound system of Hokkien			Not original	
77	wiki	77	Chú-im	Pronunciation			Not original	
78	wiki	78	Bân-lâm-gú ê chú-im ti̍t-chiap kè-sêng Siōng-kó͘ Hàn-gú ê siaⁿ-bó hē-thóng, tī chit hong-bīn lâi kóng, Bân-lâm-gú pēng bô siū-tio̍h Tiong-kó͘ sî-kî Hàn-gú-hē gú-im ián-piàn ê éng-hiáng. Hiān-chú-sî, lâng phó͘-piàn jīn-ûi Siōng-kó͘ Hàn-gú ū 19 ê siaⁿ-bó. Àn-chiàu thôan-thóng ê Bân-lâm-gú si̍p-ngó͘-im lâi hun-sek, hoat-hiān Bân-lâm-gú ê siaⁿ-bó ū 15 ê, iā-to̍h-sī kóng Siōng-kó͘ Hàn-gú 19 ê, Bân-lâm-gú kā pó-liû 15 ê.	The pronunciation of Hokkien closely follows the sound system of Old Chinese, implying that Hokkien has preserved many aspects of the pronunciation of Middle Chinese that have been lost in other Chinese languages. Nowadays, it is usually believed that Old Chinese had 19 initial consonants. According to the traditional analysis of Hokkien, there are 18, but only 15 of them are present in modern Hokkien, even though it still has more than modern Mandarin's 15.			Not original	
79	wiki	79	Siōng-kó͘ Hàn-gú ū chi̍t-kóa-á te̍k-tiám:	One point about Old Chinese:			Not original	
80	wiki	80	Chiah-ê tiōng-iàu ê kó͘-tāi Hàn-gú gú-im hiān-siōng, Bân-lâm-gú kā pó-chûn kah chiâⁿ hó-sè, taⁿ lâi tùi-èng téng-kôan Siōng-kó͘ Hàn-gú ê te̍k-tiám, chi̍t-tiâu chi̍t-tiâu lâi hun-sek:	Hokkien is more fashionable and better at preserving the pronunciation of Old Chinese than Mandarin Chinese, because it can be more accurately analyzed by comparing it with the phonetic points of Old Chinese, one by one.			Not original	
81	wiki	81	Bân-lâm-gú kā hui-chó͘ kah pang-chó͘ tha̍k kāng im, pí-lūn kóng “飛” tha̍k, “蓬” tha̍k, “吠” tha̍k, “微” tha̍k;	In Hokkien, nasal and non-nasal sounds are carefully differentiated, for instance, the character "飛", "蓬", "吠", and "微" are pronounced distinctly.			Not original	
82	wiki	82	Ti-chó͘ Bân-lâm-gú ê tha̍k-hoat hām toan-chó͘ sio-siâng, pí-lūn “豬” tha̍k, “醜” tha̍k, “程” tha̍k;	Retroflex sounds in Hokkien are closer to those in Old Chinese, such as in the pronunciation of the characters "豬", "醜", and "程".			Not original	
83	wiki	83	Bân-lâm-gú kā chiâⁿ chōe chiong-chó͘ ê jī tha̍k chòe kah toan-chó͘ kāng-khóan, chhan-chhiūⁿ “唇” tha̍k, “振” tha̍k, “召” tha̍k, “注” tha̍k.	Hokkien pronounces many aspirated consonants just like in Old Chinese, such as in the pronunciation of the characters "唇", "振", "召", and "注".			Not original	
84	wiki	84	Bó-im kah siaⁿ-tiāu	Vowels and tones			Not original	
85	wiki	85	Bân-lâm-gú ê bó-im kah siaⁿ-tiāu thé-hiān Tiong-kó͘-im ê te̍k-tiám. Bó-im lâi kóng, Bân-lâm-gú ôan-chéng pó-chûn Tiong-kó͘-im 6 ê hú-im-ūn ūn-bóe, kî-tiong sī sat-im, sī phīⁿ-im.	Hokkien's vowels and tones clearly reveal points of Old Chinese pronunciation. Regarding vowels, Hokkien generally retains six vowel sounds of Old Chinese, and among them, four major ones can be classified as central vowels or peripheral vowels.			Not original	
86	wiki	86	Siaⁿ-tiāu hong-bīn, Tiong-kó͘-im “piâⁿ, sióng, khì, ji̍p”' pun im-iông ê te̍k-tiám chôan-pō͘ tī Bân-lâm-gú lāi-té tit-tio̍h thé-hiān. Chiang-chiu-khiuⁿ ū “im-piâⁿ, im-sióng, im-khì, im-ji̍p, iông-piáⁿ, iông-khì, iông-ji̍p” 7 ê tiāu; Chôan-chiu-khiuⁿ ū iông-sióng-tiāu.	Regarding tones, the tone categories of Old Chinese of "level, rising, departing, entering" have generally been clearly reflected in Hokkien. The Zhangzhou dialect has seven tones: "dark level, dark rising, dark departing, dark entering, rising level, rising departing, rising entering", while the Qunazhou dialect has an additional rising-rising tone.			Not original	
87	wiki	87	Sû-gú	Vocabulary			Not original	
88	wiki	88	Chit-chūn Bân-lâm-gú ê sû-gí ū chiâⁿ chōe sio̍k-î Kó͘-Hàn-gú ê sêng-hūn, siōng kó͘-chá ē-tàng khan khì kàu Chhun-Chhiu, Chiàn-kok ê nî-tāi, pí-lūn kóng Bân-lâm sio̍k-gú “Ji̍t--sî cháu-phā-phā, àm--sî tiám teng-la̍h.” Chit lāi-tóe ê “la̍h” to̍h-sī hit-ê sî-tāi ê giân-gí. Si-keng Siáu-ngá Sìn-lâm-san: “Chip kî loân to, í khé kî mô͘, chhú kî hiat liâu.” Koh pí-lūn kóng “saⁿ-khò͘”, “lâng-kheh”, “thàn-chîⁿ”, “bîn-chhn̂g”, “chiaⁿ-bah”, “kún-chúi” téng-téng lóng-sī Tông, Sòng í-lâi Kó͘-Hàn-gú ê iōng-sû.	The vocabulary of Hokkien has many similarities with the one of Old Chinese, and it's easier to trace back to the Spring and Autumn and Warring States periods, like the saying "Chat every day, dig deep every day", where "dig" refers to the language of that period. For instance, "In the beginning of the dynasty, clothes were not woven, and everyone knew how to weave." Words like "three corners", "cold-mouthed", "morning-stamped", "average", "round cloth", "wide bowl" are all vocabulary from the Tang and Song Dynasty period.			Not original	
89	wiki	89	Bân-lâm-gú chi̍t-kóa-á kò͘-sû ê hong-sek hām hiān-tāi Hôa-gú tú-hó tian-tò-péng, put-jî-kò soah hām Kó͘-Hàn-gú sio-siâng, chhan-chhiūⁿ “ah-bó”, “hong-thai”, “lâng-kheh”, “chhin-tông”, “kha-chhiú”.	A unique feature of Hokkien vocabulary is its similarity to the modern Chinese language, but also its similarity to Old Chinese, such as "grandmother", "very", "chilly", "clear", and "open leg".			Not original	
90	wiki	90	Hàn-jī ê bûn-pe̍h ī-tho̍k	The role of Chinese characters in writing			Not original	
91	wiki	91	Tī Hàn-gú-hē kok gú-giân tong-tiong, beh kóng “bûn-pe̍h ī-tho̍k” ê hiān-siōng, Bân-lâm-gú iāng ho̍k-cha̍p. “Bûn” to̍h-sī “bûn-tho̍k-im”, a̍h-sī kóng “tha̍k-chheh-im”. “Pe̍h” tāi-piáu “kháu-gí-im” a̍h-sī “pe̍h-ōe-im”. Bân-lâm-gú ê “tha̍k-chheh-im” kah “kháu-gí-im” ē-sái kóng sī nn̄g ê hō͘-siong tùi-èng ê hē-thóng. Bûn-pe̍h hē-thóng ê hêng-sêng sī chi̍t-tōaⁿ chin-chiàⁿ ho̍k-cha̍p ê le̍k-sú kòe-thêng. Bân-lâm-gú ê bûn-pe̍h ī-tho̍k, kú-lē jû-hā:	In terms of the written language in all Chinese languages, Hokkien is relatively complete. "Writing" means the "spoken script system" or "phonetic notation system". "Literature" stands for "literary language" or "vernacular language". The "phonetic notation system" and "literary language" of Hokkien can be considered two relatively independent systems. The mode of operation of these two systems is a very complete language phenomenon. The written language in Hokkien can be roughly divided into:			Not original	
92	wiki	92	Kó͘-tāi Bân-oa̍t-gú ê sêng-hun	The characteristics of classical Hokkien language			Not original	
93	wiki	93	Bân-lâm-gú ê hêng-sêng sī kó͘-tāi Tiong-gôan Hàn-gú hām kó͘-tāi Bân-oa̍t-cho̍k gú-giân sio-thàu-lām ê kòe-thêng. Hiān-chú-sî, Bân-lâm-gú lāi-té iu-gôan koh pó-liû tio̍h chōe-chōe kó͘-tāi Bân-oa̍t-gú ê sêng-hūn, pí-lūn kóng “ka-cháu”, “ka-cho̍ah”, “ka-lēng”, “tō͘-kâu”, “tō͘-ún”, “káu-hiā”, “ka-lún-sún”, “phah-kha-chhiùⁿ”, “tio̍h-ka-cha̍k”.	The vocabulary of Hokkien is mainly derived from classical Chinese and ancient Hokkien language. Currently, Hokkien vocabulary retains more characteristics of ancient Hokkien language, like in the pronunciation of "ka-cháu" (to search), "ka-cho̍ah" (to stir), "ka-lēng" (to freeze), "tō͘-kâu" (to steal), "tō͘-ún" (to steal), "káu-hiā" (to scare), "ka-lún-sún" (to run), "phah-kha-chhiùⁿ" (to touch), "tio̍h-ka-cha̍k" (to hit by mistake).			Not original	
94	wiki	94	Gōa-lâi-gú ê chioh-sû	Loan Words			Not original	
95	wiki	95	Ùi Tông-tiâu ê sî-tāi khai-sí, Chôan-chiu to̍h hoat-tián chiâⁿ-chòe "tang-hong tē-it tōa-káng", kó͘-tāi Hái-siōng Si-tiû chi Lō͘ ê khí-tiám tī Chôan-chiu. Chhú-khì, Bân-lâm chit-tah hām Tiong-tang, Tang-lâm-a ê lâi-óng ke-chiâⁿ chia̍p. Kòe-hoan ê hoan-kheh chiong gōa-hiuⁿ ê gí-giân chah tńg-lâi Hok-kiàn, nî-kú-go̍eh-chhim, ū ê gōa-lâi-gú ê gí-sû soah lām-lo̍h Bân-lâm-gú, chiâⁿ-chòe Bân-lâm-gú ê chi̍t-pō͘-hūn. Chit-khóan--ê, pí-lūn “sat-bûn”, “pa-sat”, “chi-ku-la̍t”, “chu-lu̍t”, “phia̍t-á”, “tōng-kak”, “si̍p-pán-á”, “ba̍k-thâu”, “àu-sài”, “te̍k-sî”, “pa-sū”, “má-tih”, “gō͘-kha-kī”, “ka-po̍k / ka-pò͘-mî”, “ko-pi” téng-téng.	Since the Tang dynasty, Quanzhou began to be known as "the largest port in the East", becoming a starting point of the Maritime Silk Road to the Middle East in Quanzhou. Consequently, Hokkien language absorbed a lot of words from Middle East, Indian subcontinent and Southeast Asia. In addition to that, the exotic cultures introduced many new concepts to Hokkien, which were then integrated into Hokkien, forming part of its vocabulary. Examples include “sat-bûn”, “pa-sat”, “chi-ku-la̍t”, “chu-lu̍t”, “phia̍t-á”, “tōng-kak”, “si̍p-pán-á”, “ba̍k-thâu”, “àu-sài”, “te̍k-sî”, “pa-sū”, “má-tih”, “gō͘-kha-kī”, “ka-po̍k / ka-pò͘-mî”, “ko-pi” and more.			Not original	
